"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"5/30/2012","Exxon","Withdrawal Debit Card EXXONMOBILWithdrawal Debit Card EXXONMOBIL 97628325 OCEANSIDE CA Date 05/29/12 0      2150949385     0 5542","76.49","debit","Gas & Fuel","ECHECKING 7688","",""
"5/30/2012","Legalzoom.com","Withdrawal Debit Card LEGALZOOM.Withdrawal Debit Card LEGALZOOM.COM 800-7730888 CA Date 05/29/12 0      2150519001     1 8111","641.00","debit","Legal","ECHECKING 7688","",""
"5/30/2012","Legalzoom.com","Withdrawal Debit Card LEGALZOOM.Withdrawal Debit Card LEGALZOOM.COM 800-7730888 CA Date 05/29/12 0      2150519002     1 8111","66.00","debit","Legal","ECHECKING 7688","",""
"5/29/2012","ATM Fee","Withdrawal at ATM #000000003623Withdrawal at ATM #000000003623 STR Promenade Mall 40820 Winchester R Temecula CA","3.00","debit","ATM Fee","ECHECKING 7688","",""
"5/29/2012","Withdrawal ATM Withdrawal","Withdrawal at ATM #000000003623Withdrawal at ATM #000000003623 STR Promenade Mall 40820 Winchester R Temecula CA","60.00","debit","Cash & ATM","ECHECKING 7688","",""
"5/29/2012","Withdrawal ATM Fee","Withdrawal ATM Fee STR PromenadeWithdrawal ATM Fee STR Promenade Mall 40820 Winchester R Temecula CA","1.50","debit","Cash & ATM","ECHECKING 7688","",""
"5/29/2012","Withdrawal Go Go","Withdrawal Debit Card GO GO JAPAWithdrawal Debit Card GO GO JAPAN OCEANSIDE CA Date 05/27/12 0      2148450213     0 5812","32.99","debit","Utilities","ECHECKING 7688","",""
"5/29/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON YOGURT CARLSBAD CA Date 05/27/12 0      2148450487     0 5814","6.00","debit","Fast Food","ECHECKING 7688","",""
"5/28/2012","Wal-Mart","Withdrawal Debit Card WAL-MART #Withdrawal Debit Card WAL-MART #2245 OCEANSIDE CA Date 05/27/12 0      2148651828     1 5310","170.62","debit","Home Supplies","ECHECKING 7688","",""
"5/28/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON OCEANSIDE OCEANSIDE CA Date 05/25/12 0      2146656778     1 5999","4.65","debit","Fast Food","ECHECKING 7688","",""
"5/28/2012","Carl's Jr","Withdrawal Debit Card CARLS JR 0Withdrawal Debit Card CARLS JR 07435 D OCEANSIDE CA Date 05/26/12 0      2147776949     4 5814","12.53","debit","Fast Food","ECHECKING 7688","",""
"5/28/2012","Chick-Fil-A","Withdrawal Debit Card CHICK-FIL-Withdrawal Debit Card CHICK-FIL-A #01507 OCEANSIDE CA Date 05/25/12 0      2146778338     4 5814","20.82","debit","Fast Food","ECHECKING 7688","",""
"5/28/2012","Panera Bread","Withdrawal Debit Card PANERA BREWithdrawal Debit Card PANERA BREAD #4278 VISTA CA Date 05/25/12 0      2146779830     4 5814","16.21","debit","Fast Food","ECHECKING 7688","",""
"5/28/2012","Withdrawal Debit Card CHIPOTLE 1Withdrawal Debit Card CHIPOTLE 1640 OCEANSIDE CA Date 04/29/12 0      2120851031     0 5814","Withdrawal Debit Card CHIPOTLE 1Withdrawal Debit Card CHIPOTLE 1640 OCEANSIDE CA Date 05/27/12 0      2148590468     0 5814","18.69","debit","Food & Dining","ECHECKING 7688","",""
"5/27/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00066761 VISTA CA Date 05/25/12 0      2146569501     1 5814","5.80","debit","Coffee Shops","ECHECKING 7688","",""
"5/27/2012","Clay N Latte","Withdrawal Debit Card CLAY 'N' LWithdrawal Debit Card CLAY 'N' LATTE VISTA V VISTA CA Date 05/25/12 0      2146219234     1 5719","38.97","debit","Education","ECHECKING 7688","",""
"5/27/2012","Withdrawal Phil Bbqwithdrawal","Withdrawal Debit Card PHIL'S BBQWithdrawal Debit Card PHIL'S BBQ SAN MARCOS CA Date 05/24/12 0      2145300528     1 5812","23.59","debit","Restaurants","ECHECKING 7688","",""
"5/25/2012","Fresh & Easy","Withdrawal POS #000000240208 STRWithdrawal POS #000000240208 STR FRESH & EASY #1395 4908 NORTH RIVER R OCEANSIDE CA","20.04","debit","Groceries","ECHECKING 7688","",""
"5/25/2012","H&M","Withdrawal Debit Card H&M #229 CWithdrawal Debit Card H&M #229 CARLSBAD CA Date 05/24/12 0      2145974565     0 5311","19.23","debit","Clothing","ECHECKING 7688","",""
"5/25/2012","Trader Joe's","Withdrawal Debit Card TRADER JOEWithdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 05/24/12 0      2145975795     0 5411","20.24","debit","Groceries","ECHECKING 7688","",""
"5/25/2012","Withdrawal Coffee Beawithdrawal","Withdrawal Debit Card COFFEE BEAWithdrawal Debit Card COFFEE BEAN STORE CARLSBAD CA Date 05/24/12 0      2145530548     1 5812","2.95","debit","Coffee Shops","ECHECKING 7688","",""
"5/24/2012","Menchie's Frozen Yogurt","Withdrawal Debit Card MENCHIE SWithdrawal Debit Card MENCHIE S FROZEN YOGUR CARLSBAD CA Date 05/22/12 0      2143518638     1 5814","5.04","debit","Food & Dining","ECHECKING 7688","",""
"5/24/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F26763 OCEANSIDE CA Date 05/22/12 0      2143513314     1 5814","3.33","debit","Fast Food","ECHECKING 7688","",""
"5/24/2012","Home Depot","Withdrawal Debit Card THE HOME DWithdrawal Debit Card THE HOME DEPOT 679 OCEANSIDE CA Date 05/22/12 0      2143216403     1 5200","56.21","debit","Home Improvement","ECHECKING 7688","",""
"5/24/2012","Target","Withdrawal POS #000000007058 STRWithdrawal POS #000000007058 STR TARGET T1040 VISTA Vista CA","2.79","debit","Home Supplies","ECHECKING 7688","",""
"5/24/2012","Target","Withdrawal POS #000000007788 STRWithdrawal POS #000000007788 STR TARGET T1040 VISTA Vista CA","128.72","debit","Home Supplies","ECHECKING 7688","",""
"5/23/2012","ADT Security","Withdrawal ADT Security TYPE: PAWithdrawal ADT Security TYPE: PAYMENT  ID: 2841136515 CO: ADT Security","63.99","debit","Home Services","ECHECKING 7688","",""
"5/23/2012","Withdrawal Malys Oceawithdrawal","Withdrawal Debit Card MALYS OCEAWithdrawal Debit Card MALYS OCEANSID00101238 OCEANSIDE CA Date 05/22/12 0      2143914464     0 5999","13.64","debit","Personal Care","ECHECKING 7688","",""
"5/23/2012","Kaiser Permanente","Withdrawal Debit Card KAISER 080Withdrawal Debit Card KAISER 080920408092041 OCEANSIDE CA Date 05/22/12 0      2143914545     0 8099","20.00","debit","Health Insurance","ECHECKING 7688","",""
"5/23/2012","Consumer Reports","Withdrawal Debit Card CR *CONSUMWithdrawal Debit Card CR *CONSUMERREPORTS.OR 800-333-0663 NY Date 05/22/12 0      2143191377     1 5968","6.95","debit","Books","ECHECKING 7688","",""
"5/23/2012","Withdrawal Rubys Carlwithdrawal","Withdrawal Debit Card RUBYS CARLWithdrawal Debit Card RUBYS CARLSBAD CARLSBAD CA Date 05/22/12 0      2143527518     1 5812","44.84","debit","Fast Food","ECHECKING 7688","",""
"5/23/2012","Withdrawal POS #000026190494 STRWithdrawal POS #000026190494 STR Wal-Mart Store 2245 WAL-SAMS OCEANSIDE CA","Withdrawal POS #000012703350 STRWithdrawal POS #000012703350 STR Wal-Mart Store 2245 WAL-SAMS OCEANSIDE CA","71.81","debit","Home Supplies","ECHECKING 7688","",""
"5/22/2012","Target","Withdrawal POS #000000002260 STRWithdrawal POS #000000002260 STR TARGET T0303 OCEAN Oceanside CA","65.28","debit","Home Supplies","ECHECKING 7688","",""
"5/22/2012","Withdrawal POS #000026190494 STRWithdrawal POS #000026190494 STR Wal-Mart Store 2245 WAL-SAMS OCEANSIDE CA","Withdrawal POS #000028271064 STRWithdrawal POS #000028271064 STR Wal-Mart Store 2245 WAL-SAMS OCEANSIDE CA","148.92","debit","Home Supplies","ECHECKING 7688","",""
"5/22/2012","Withdrawal Brwithdrawal Br","Withdrawal POS #000017001402 BRWithdrawal POS #000017001402 BR OUTLET USA SPACE #104 CARLSBAD CA","150.82","debit","Uncategorized","ECHECKING 7688","",""
"5/22/2012","Withdrawal Adjustment Withdrawal","Withdrawal Adjustment POS #00001Withdrawal Adjustment POS #000017001402 BR OUTLET USA SPACE #104 CARLSBAD CA","150.82","credit","Cash & ATM","ECHECKING 7688","",""
"5/22/2012","Withdrawal Brwithdrawal Br","Withdrawal POS #000017001402 BRWithdrawal POS #000017001402 BR OUTLET USA SPACE #104 CARLSBAD CA","150.82","debit","Uncategorized","ECHECKING 7688","",""
"5/22/2012","Withdrawal Squarespacwithdrawal Squarespace","Withdrawal Debit Card SQUARESPACWithdrawal Debit Card SQUARESPACE INC NEW YORK NY Date 05/20/12 0      2141544510     1 7372","13.33","debit","Financial","ECHECKING 7688","",""
"5/21/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F27414 OCEANSIDE CA Date 05/18/12 0      2139710012     4 5814","4.50","debit","Fast Food","ECHECKING 7688","",""
"5/21/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F4108 DELMAR CA Date 05/18/12 0      2139710141     4 5814","6.77","debit","Fast Food","ECHECKING 7688","",""
"5/21/2012","Chick-Fil-A","Withdrawal Debit Card CHICK-FIL-Withdrawal Debit Card CHICK-FIL-A #01507 OCEANSIDE CA Date 05/19/12 0      2140562413     1 5814","15.27","debit","Fast Food","ECHECKING 7688","",""
"5/20/2012","Withdrawal Squarespacwithdrawal Squarespace","Withdrawal Debit Card SQUARESPACWithdrawal Debit Card SQUARESPACE INC NEW YORK NY Date 05/17/12 0      2138623024     1 7372","13.33","debit","Financial","ECHECKING 7688","",""
"5/20/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON YOGURT CARLSBAD CA Date 05/17/12 0      2138624911     1 5814","3.00","debit","Fast Food","ECHECKING 7688","",""
"5/20/2012","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 04/24/12 0      2115046240     1 5735","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 05/18/12 0      2139207272     1 5735","29.99","debit","Entertainment","ECHECKING 7688","",""
"5/20/2012","IHOP","Withdrawal Debit Card IHOP 3215Withdrawal Debit Card IHOP 3215 OCEANSIDE CA Date 05/17/12 0      2138614729     1 5812","36.11","debit","Restaurants","ECHECKING 7688","",""
"5/20/2012","Withdrawal Vmix Mediawithdrawal","Withdrawal Debit Card VMIX MEDIAWithdrawal Debit Card VMIX MEDIA INC SAN DIEGO CA Date 05/17/12 0      2138211199     1 8931","4.99","debit","Entertainment","ECHECKING 7688","",""
"5/20/2012","Michaels","Withdrawal Debit Card MICHAELS #Withdrawal Debit Card MICHAELS #3859 OCEANSIDE CA Date 05/17/12 0      2138620936     1 5331","4.21","debit","Hobbies","ECHECKING 7688","",""
"5/19/2012","Withdrawal Strwithdrawal Str","Withdrawal POS #000000498468 STRWithdrawal POS #000000498468 STR NARAIN OIL, IN NARAIN OIL,7170 AV CARLSBAD CA","73.26","debit","Uncategorized","ECHECKING 7688","",""
"5/19/2012","Withdrawal POS #000017651350 LOWWithdrawal POS #000017651350 LOWE'S #1588 155 OLD GROVE ROAD OCEANSIDE CA","Withdrawal POS #000006953785 LOWWithdrawal POS #000006953785 LOWE'S #1588 155 OLD GROVE ROAD OCEANSIDE CA","64.61","debit","Home Services","ECHECKING 7688","",""
"5/18/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00103143 OCEANSIDE CA Date 05/17/12 0      2138542854     1 5814","7.00","debit","Coffee Shops","ECHECKING 7688","",""
"5/18/2012","Perfect Nails","Withdrawal Debit Card PERFECT NAWithdrawal Debit Card PERFECT NAILS OCEANSIDE CA Date 05/17/12 0      2138038462     1 7230","19.25","debit","Personal Care","ECHECKING 7688","",""
"5/18/2012","IKEA","Withdrawal Adjustment Credit VouWithdrawal Adjustment Credit Voucher IKEA DIRECT INTERNET 08004344532 MD Date 05/18/12 0      2139036374     1 5712","968.76","credit","Furnishings","ECHECKING 7688","",""
"5/17/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON OCEANSIDE OCEANSIDE CA Date 05/15/12 0      2136481511     1 5999","4.00","debit","Fast Food","ECHECKING 7688","",""
"5/17/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON OCEANSIDE OCEANSIDE CA Date 05/15/12 0      2136481510     1 5999","4.00","debit","Fast Food","ECHECKING 7688","",""
"5/17/2012","Wal-Mart","Withdrawal POS #000000683363 STRWithdrawal POS #000000683363 STR WAL-MART #2494 2100 VISTA WAY OCEANSIDE CA","160.41","debit","Home Supplies","ECHECKING 7688","",""
"5/17/2012","Party City","Withdrawal Debit Card PARTY CITYWithdrawal Debit Card PARTY CITY #572 OCEANSIDE CA Date 05/15/12 0      2136524876     0 5999","15.89","debit","Entertainment","ECHECKING 7688","",""
"5/16/2012","Target","Withdrawal Debit Card TARGET 000Withdrawal Debit Card TARGET 00003038 OCEANSIDE CA Date 05/15/12 0      2136537910     1 5411","146.21","debit","Home Supplies","ECHECKING 7688","",""
"5/16/2012","Exxon","Withdrawal Debit Card EXXONMOBILWithdrawal Debit Card EXXONMOBIL 97628325 OCEANSIDE CA Date 05/15/12 0      2136053188     1 5542","75.56","debit","Gas & Fuel","ECHECKING 7688","",""
"5/16/2012","Trader Joe's","Withdrawal Debit Card TRADER JOEWithdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 05/15/12 0      2136051973     1 5411","11.24","debit","Groceries","ECHECKING 7688","",""
"5/16/2012","Macy's","Withdrawal POS #000000002356 STRWithdrawal POS #000000002356 STR MACY'S 54 2559 EL CAMINO RL CARLSBAD CA","52.26","debit","Clothing","ECHECKING 7688","",""
"5/16/2012","San Diego Gas And Electric","Withdrawal SD GAS ELEC TYPE: PAIWithdrawal SD GAS ELEC TYPE: PAID SDGE  ID: 5951184800 CO: SD GAS ELEC","178.93","debit","Utilities","ECHECKING 7688","",""
"5/16/2012","AT&T","Withdrawal AT&T TYPE: PAYMENT  IWithdrawal AT&T TYPE: PAYMENT  ID: 9991300000  CO: AT&T","148.17","debit","Home Phone","ECHECKING 7688","",""
"5/15/2012","Wal-Mart","Withdrawal POS #000000551283 STRWithdrawal POS #000000551283 STR WAL-MART #2494 2100 VISTA WAY OCEANSIDE CA","192.62","debit","Home Supplies","ECHECKING 7688","",""
"5/15/2012","Pollos Maria","Withdrawal Debit Card POLLOS MARWithdrawal Debit Card POLLOS MARIA INC NO 2 OCEANSIDE CA Date 05/14/12 0      2135895289     0 5812","17.94","debit","Restaurants","ECHECKING 7688","",""
"5/15/2012","Wendy's","Withdrawal Debit Card WENDYS-OCEWithdrawal Debit Card WENDYS-OCEANSIDE #3Q25 OCEANSIDE CA Date 05/13/12 0      2134048405     1 5814","4.08","debit","Fast Food","ECHECKING 7688","",""
"5/15/2012","Deposit Vmix Media","Deposit VMIX MEDIA INC TYPE: PAYDeposit VMIX MEDIA INC TYPE: PAYROLL  ID: 9006906566 CO: VMIX MEDIA INC","5159.95","credit","Paycheck","ECHECKING 7688","",""
"5/14/2012","Ralphs","Withdrawal POS #000000004376 STRWithdrawal POS #000000004376 STR RALPHS 3455 DEL MAR HEIGH S SAN DIEGO CA","31.31","debit","Groceries","ECHECKING 7688","",""
"5/14/2012","Withdrawal Skinsationwithdrawal Skinsational","Withdrawal Debit Card SKINSATIONWithdrawal Debit Card SKINSATIONAL SKIN AND CARLSBAD CA Date 05/12/12 0      2133908944     0 7230","534.85","debit","Uncategorized","ECHECKING 7688","",""
"5/14/2012","Rubio's","Withdrawal Debit Card RUBIO'S OCWithdrawal Debit Card RUBIO'S OCEANSIDE #6 OCEANSIDE CA Date 05/12/12 0      2133710809     1 5814","21.57","debit","Fast Food","ECHECKING 7688","",""
"5/13/2012","Withdrawal Golden Spowithdrawal","Withdrawal Debit Card GOLDEN SPOWithdrawal Debit Card GOLDEN SPOON OCEANSIDE OCEANSIDE CA Date 05/10/12 0      2131635766     1 5999","5.20","debit","Fast Food","ECHECKING 7688","",""
"5/13/2012","IKEA","Withdrawal Debit Card IKEA DIRECWithdrawal Debit Card IKEA DIRECT INTERNET 08004344532 MD Date 05/12/12 0      2133248072     1 5712","645.42","debit","Furnishings","ECHECKING 7688","",""
"5/13/2012","Wal-Mart","Withdrawal Debit Card WAL-MART #Withdrawal Debit Card WAL-MART #2245 OCEANSIDE CA Date 05/11/12 0      2132631458     1 5310","86.25","debit","Home Supplies","ECHECKING 7688","",""
"5/13/2012","Wal-Mart","Withdrawal POS #000000752987 STRWithdrawal POS #000000752987 STR WAL-MART #2245 705 COLLEGE BLVD OCEANSIDE CA","29.45","debit","Home Supplies","ECHECKING 7688","",""
"5/13/2012","TJ Maxx","Withdrawal Debit Card TJ MAXX #1Withdrawal Debit Card TJ MAXX #1059 OCEANSIDE CA Date 05/11/12 0      2132246798     1 5651","108.75","debit","Clothing","ECHECKING 7688","",""
"5/13/2012","Withdrawal Armstrg Mcwithdrawal","Withdrawal Debit Card ARMSTRG MCWithdrawal Debit Card ARMSTRG MCCALL 6890 VISTA CA Date 05/10/12 0      2131308775     1 5977","33.74","debit","Personal Care","ECHECKING 7688","",""
"5/13/2012","Ever After Scrapbooks","Withdrawal Debit Card EVER AFTERWithdrawal Debit Card EVER AFTER SCRAPBOOKS VISTA CA Date 05/10/12 0      2131634968     1 5947","8.12","debit","Office Supplies","ECHECKING 7688","",""
"5/13/2012","Ralphs","Withdrawal POS #000000002931 STRWithdrawal POS #000000002931 STR RALPHS 101 OLD GROVE RD. OCEANSIDE CA","76.24","debit","Groceries","ECHECKING 7688","",""
"5/12/2012","Lowe's","Withdrawal POS #000016567975 LOWWithdrawal POS #000016567975 LOWE'S #1616 151 VISTA VILLAGE VISTA CA","188.54","debit","Home Improvement","ECHECKING 7688","",""
"5/11/2012","Withdrawal Vmix Mediawithdrawal","Withdrawal Debit Card VMIX MEDIAWithdrawal Debit Card VMIX MEDIA INC SAN DIEGO CA Date 05/09/12 0      2130172876     1 8931","4.99","debit","Entertainment","ECHECKING 7688","",""
"5/11/2012","Withdrawal Vmix Mediawithdrawal","Withdrawal Debit Card VMIX MEDIAWithdrawal Debit Card VMIX MEDIA INC SAN DIEGO CA Date 05/09/12 0      2130172874     1 8931","4.99","debit","Entertainment","ECHECKING 7688","",""
"5/11/2012","Arco","Withdrawal POS #000000656312 STRWithdrawal POS #000000656312 STR ARCO PAYPOINT 3804 PLAZA DR OCEANSIDE CA","71.28","debit","Gas & Fuel","ECHECKING 7688","",""
"5/11/2012","Withdrawal POS #000017651350 LOWWithdrawal POS #000017651350 LOWE'S #1588 155 OLD GROVE ROAD OCEANSIDE CA","Withdrawal POS #000008716458 LOWWithdrawal POS #000008716458 LOWE'S #1588 155 OLD GROVE ROAD OCEANSIDE CA","356.28","debit","Home Services","ECHECKING 7688","",""
"5/11/2012","Withdrawal Livingsociwithdrawal Livingsocial","Withdrawal Debit Card LIVINGSOCIWithdrawal Debit Card LIVINGSOCIAL* 202-695-8945 DC Date 05/10/12 0      2131568784     1 7278","25.00","debit","Uncategorized","ECHECKING 7688","",""
"5/11/2012","Withdrawal Vmix Mediawithdrawal","Withdrawal Debit Card VMIX MEDIAWithdrawal Debit Card VMIX MEDIA INC SAN DIEGO CA Date 05/09/12 0      2130172875     1 8931","4.99","debit","Entertainment","ECHECKING 7688","",""
"5/11/2012","Children's Place","Withdrawal Debit Card THE CHILDRWithdrawal Debit Card THE CHILDRENS PLACE #1 CARLSBAD CA Date 05/09/12 0      2130173981     1 5641","47.30","debit","Kids","ECHECKING 7688","",""
"5/11/2012","Withdrawal Livingsociwithdrawal Livingsocial","Withdrawal Debit Card LIVINGSOCIWithdrawal Debit Card LIVINGSOCIAL* 202-695-8945 DC Date 05/10/12 0      2131568775     1 7278","29.00","debit","Uncategorized","ECHECKING 7688","",""
"5/11/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F26763 OCEANSIDE CA Date 05/09/12 0      2130571879     1 5814","7.85","debit","Fast Food","ECHECKING 7688","",""
"5/11/2012","Withdrawal Livingsociwithdrawal Livingsocial","Withdrawal Debit Card LIVINGSOCIWithdrawal Debit Card LIVINGSOCIAL* 202-695-8945 DC Date 05/10/12 0      2131568776     1 7278","6.00","debit","Uncategorized","ECHECKING 7688","",""
"5/10/2012","Withdrawal POS #000052471401 STRWithdrawal POS #000052471401 STR THE HOME DEPOT 679 3838 VISTA WAY OCEANSIDE CA","Withdrawal POS #000040627601 STRWithdrawal POS #000040627601 STR THE HOME DEPOT 679 3838 VISTA WAY OCEANSIDE CA","60.31","debit","Groceries","ECHECKING 7688","",""
"5/10/2012","Costco","Withdrawal POS #000000529244 STRWithdrawal POS #000000529244 STR COSTCO WHSE #0124 1755 HACIENDA DRIV VISTA CA","213.45","debit","Groceries","ECHECKING 7688","",""
"5/10/2012","Albertsons","Withdrawal POS #000000525530 STRWithdrawal POS #000000525530 STR #06740 ALBERTSONS 4150 OCEANSIDE BLV OCEANSIDE CA","51.36","debit","Groceries","ECHECKING 7688","",""
"5/09/2012","Target","Withdrawal Debit Card TARGET 000Withdrawal Debit Card TARGET 00010298 ENCINITAS CA Date 05/08/12 0      2129423915     0 5411","77.13","debit","Home Supplies","ECHECKING 7688","",""
"5/09/2012","Ralphs","Withdrawal Debit Card RALPHS #00Withdrawal Debit Card RALPHS #0054 OCEANSIDE CA Date 05/07/12 0      2128519760     1 5411","18.86","debit","Groceries","ECHECKING 7688","",""
